,location_coordinates,Species,Region,Owner,Company,Country.of.Origin,Farm.Name,Mill,Lot.Number,ICO.Number,Altitude,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
738,"-21.936672,-45.1774427",Arabica,south of minas,ipanema coffees,ipanema coffees,Brazil,rio verde,ipanema comercial e exportadora sa,,002/4177/0150,1,Ipanema AgrÃ­cola SA,180,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,82.25,0,0,0,Green,9,"October 7th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1,1,1
739,"13.8626495,-89.8059468",Arabica,apaneca,consejo salvadoreÃ±o del cafÃ©,consejo salvadoreÃ±o del cafÃ©,El Salvador,zapato de mico,tuxpal,,391,1500,"Tropical Farm Management El Salvador, S.A. de C.V.",275,1 kg,Salvadoran Coffee Council,2014,"July 8th, 2015",Consejo SalvadoreÃ±o del CafÃ©,Bourbon,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,0,0,Green,0,"July 7th, 2016",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1500,1500,1500
740,"14.1594618,-88.0533603",Arabica,marcala,cadexsa,cadexsa,Honduras,bethel,cadexsa,,13-63-206,1350,Omar Acosta,275,1 kg,Instituto HondureÃ±o del CafÃ©,2015,"April 15th, 2015",CADEXSA,Catuai,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,82.25,0.11,0,0,Green,2,"April 14th, 2016",Instituto HondureÃ±o del CafÃ©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
741,"-11.4314577,33.9456459",Arabica,mzuzu,afca,mzuzu coffee planters coop union,Malawi,kachere,mzuzu coffee coop union,,C20,1180m,Mzuzu Coffee Coop Union,10,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,82.25,0.13,0,0,Blue-Green,0,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1180,1180,1180
742,"-21.936672,-45.1774427",Arabica,south of minas,ipanema coffees,ipanema coffees,Brazil,rio verde,ipanema coffees,,002/1660/0065,1100,Ipanema AgrÃ­cola SA,320,2 kg,Specialty Coffee Association,2014/2015,"October 16th, 2014",Ipanema Coffees,Bourbon,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,82.25,0.11,0,0,Green,0,"October 16th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1100,1100,1100
743,"23.9575683,120.8972334",Arabica,nantou,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,blossom valleyå®¸å¶§åœ‹éš›,Taiwan,guo xing ka fei wang åœ‹å§“å’–å•¡çŽ‹å’–å•¡èŽŠåœ’,guo xin ka fei åœ‹æ˜•å’–å•¡,,,650 m,Lin yu tang æž—çŽ‰å ‚,35,60 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQIå°ç£åˆä½œå¤¥ä¼´,Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,82.25,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,650,650,650
744,"19.7955274,-98.3884829",Arabica,veracruz,jesus carlos cardenas valdivia,,Mexico,finca huehuetecpan,"cosautlan de carvajal, veracruz, mÃ©xico",,1104387103,1338,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,150,1 kg,AMECAFE,2013,"July 19th, 2013",JESUS CARLOS CARDENAS VALDIVIA,Mundo Novo,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,82.25,0.12,0,0,Blue-Green,4,"July 19th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1338,1338,1338
745,"19.6643179,-156.0255693",Arabica,kona,kona pacific farmers cooperative,kona pacific farmers cooperative,United States (Hawaii),,,,KF3150140,,,6,100 lbs,Specialty Coffee Association,2013,"May 3rd, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,82.25,0,0,0,Bluish-Green,1,"May 3rd, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
746,"20.8978891,-98.6052244",Arabica,"calnali, hidalgo",saul m. hernandez ramirez,,Mexico,omicuatla,comitla,,842046,533,FELIX DE LA CRUZ CASIMIRO,10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Bourbon,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,82.25,0.16,3,0,None,8,"September 27th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,533,533,533
747,"14.5373242,-90.7582142",Arabica,antigua,juan luis alvarado romero,"siembras vision, s.a. / ing. jorge bolaÃ±os",Guatemala,finca medina,finca medina,,11-11711-19,4563,"SIEMBRAS VISION, S.A.",275,69 kg,Asociacion Nacional Del CafÃ©,2012,"September 19th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,82.25,0.11,0,0,Green,2,"September 19th, 2013",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1390.8024,1390.8024,1390.8024
748,"19.7955274,-98.3884829",Arabica,veracruz,manuel herrera juarez,finca los barreales,Mexico,los barreales 1112lbgr7230412,finca los barreales,,0,1170,MANUEL HERRERA JUAREZ,10,1 kg,AMECAFE,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Bourbon,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,82.25,0.13,0,0,Green,3,"August 31st, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1170,1170,1170
749,"16.2369022,-97.2986509",Arabica,juquila,guillermo rojas saldana,,Mexico,jamaica,"finca jamaica, san gabriel mixtepec, juquila, oaxaca",,1405818311,1250,GUILLERMO ROJAS SALDAÃ‘A,40,1 kg,AMECAFE,2012,"August 30th, 2012",GUILLERMO ROJAS SALDANA,Typica,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,82.25,0.12,0,0,Green,13,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250,1250,1250
750,NA,Arabica,,adam kline,atlantic specialty coffee,El Salvador,,,,009/0060/45L2,,,288,1 kg,Specialty Coffee Association,2012,"August 21st, 2012",Adam Kline,Other,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,82.25,0,2,0,Green,5,"August 21st, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
751,"19.7955274,-98.3884829",Arabica,veracruz,sergio de la vequia bernardi,,Mexico,chilcuatla,cafetalera la cuchilla,,1102751473,1100,SERGIO DE LA VEQUIA BERNARDI,250,1 kg,AMECAFE,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,82.25,0.11,0,0,Green,0,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100,1100,1100
752,NA,Arabica,canoas,organizaciones de productores de cafe colimense,organizaciones de productores de cafe colimense sa de cv,Mexico,comunidad de canoas,productos organicos de canoas spr de rl,,2671,900,COOP,250,1 kg,AMECAFE,2012,"April 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,82.25,0.1,0,0,Green,3,"April 2nd, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,900,900,900
753,"4.4805343,-75.7011951",Arabica,huila,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Colombia,,trilladora boananza,,3-68-0088,1750,,250,70 kg,AlmacafÃ©,2012,"February 22nd, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,82.25,0.12,0,0,Green,1,"February 21st, 2013",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750,1750,1750
754,"2.5276164,-75.7747895",Arabica,huila,racafe & cia s.c.a,c.i.racafe & cia s.c.a,Colombia,,,,3-37-0663,de 1600 a 1950 msnm,La Plata,100,70 kg,AlmacafÃ©,2012,"February 9th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,82.25,0.11,0,0,Green,0,"February 8th, 2013",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
755,NA,Arabica,,nucoffee,nucoffee,Brazil,caxambu,,,002/1251/0183,,Carmem Lucia Chaves de Brito,84,60 kg,NUCOFFEE,2012,"January 23rd, 2012",NUCOFFEE,Arusha,Natural / Dry,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,82.25,0.12,0,0,Green,1,"January 22nd, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,NA,NA,NA
756,"2.1444517,-77.957035",Arabica,cauca,racafe & cia s.c.a,,Colombia,,,,3-37-1979,,,149,70 kg,AlmacafÃ©,,"March 1st, 2011",Racafe & Cia S.C.A,,,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,82.25,0.22,0,0,,2,"February 29th, 2012",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
757,NA,Arabica,south of minas,ipanema coffees,ipanema coffees,Brazil,fazenda capoeirnha,dry mill,007/16C,002/1660/0105,934,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,82.17,0.11,0,1,Green,5,"August 16th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,934,934,934
758,"14.4437886,-87.8041044",Arabica,comayagua,bismarck castro,cigrah s.a de c.v,Honduras,las cuchillas,dry mill,118,13-111-054,1500,Nahun Maldonado,200,69 kg,Instituto HondureÃ±o del CafÃ©,2015,"June 9th, 2016",Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,82.17,0.11,0,1,Bluish-Green,2,"June 9th, 2017",Instituto HondureÃ±o del CafÃ©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1500,1500,1500
759,"13.089837,-86.0168128",Arabica,jinotega,"bencafe, s. a.","beneficiadora norteÃ±a de cafe, s. a. (bencafe)",Nicaragua,el brigadum - la coronela,dry mill,017/105/16042,16042,1000,MARCIO ALBERTO RIVERA CASTELLON,275,69 kg,Instituto HondureÃ±o del CafÃ©,,"March 15th, 2016","BENCAFE, S. A.",,,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,0,0,Green,1,"March 15th, 2017",Instituto HondureÃ±o del CafÃ©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1000,1000,1000
760,"-10.6834536,34.7656791",Arabica,ruvuma,langiro farm group,tawoca,"Tanzania, United Republic Of",langiro farm group,mbinga,,CA058,1500-1800,Langiro farm group,30,80 kg,Africa Fine Coffee Association,2015,"November 16th, 2015",Langiro Farm group,Bourbon,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,82.17,0.13,1,0,Green,6,"November 15th, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1500,1800,1650
761,NA,Arabica,northern,ibero coffee trading co (t) ltd,ibero tanzania,"Tanzania, United Republic Of",,,,3881832/P1412427,1600,,300,60 kg,Tanzanian Coffee Board,2015/2016,"October 20th, 2015",IBERO COFFEE TRADING CO (T) LTD,Other,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,82.17,0.12,0,0,Green,1,"October 19th, 2016",Tanzanian Coffee Board,047484d5700c44f033915e632e0c6013d985cd79,127e651fc8b7c35802268599656f2c76bf041b15,m,1600,1600,1600
762,"-21.936672,-45.1774427",Arabica,south of minas,ipanema coffees,ipanema coffees,Brazil,rio verde,ipanema comercial e exportadora sa,,002/4177/0164,1,Ipanema AgrÃ­cola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,82.17,0,0,0,Green,1,"October 7th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1,1,1
763,NA,Arabica,thailand,doi tung development project,doi tung development project,Thailand,,,,49881,800++,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,82.17,0.12,0,0,Bluish-Green,0,"June 8th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
764,"14.1594618,-88.0533603",Arabica,marcala,cadexsa,cadexsa,Honduras,bethel,cadexsa,,13-63-206,1350,Omar Acosta,275,1 kg,Instituto HondureÃ±o del CafÃ©,2015,"April 15th, 2015",CADEXSA,Catuai,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,82.17,0.11,0,0,Green,2,"April 14th, 2016",Instituto HondureÃ±o del CafÃ©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
765,"14.6787838,-91.2714071",Arabica,atitlan,essencecoffee,essence coffee,Guatemala,blue lake,,,11873168,1500,,250,69 kg,Blossom Valley International,2014,"March 21st, 2015",EssenceCoffee,Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,82.17,0.09,0,0,Blue-Green,4,"March 20th, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1500,1500,1500
766,NA,Arabica,cerrado,bourbon specialty coffees,bourbon specialty coffees,Brazil,,,,002/4542/0274,,,300,60 kg,Brazil Specialty Coffee Association,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,82.17,0.12,0,0,Green,1,"January 15th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,NA,NA,NA
767,"-8.7935104,33.7006402",Arabica,"ilomba vilage, mbozi",tembo coffee company ltd,tembo coffee company ltd,"Tanzania, United Republic Of",ilomba 2,tembo coffee company ltd,,C33,1700,Tembo Coffee Company Ltd,10,60 kg,Africa Fine Coffee Association,2014,"December 15th, 2014",Tembo Coffee Company Ltd,Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,82.17,0.12,0,0,Green,1,"December 15th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1700,1700,1700
768,"19.7955274,-98.3884829",Arabica,veracruz,j.andrade,"cafÃ© andrade, s.a. de c.v.",Mexico,el pino,"el pino, cosautlan de carvajal",,0,1100,JOSÃ‰ LUIS ANDRADE SANDARA,200,1 kg,AMECAFE,2013,"July 15th, 2014",J.ANDRADE,Other,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,82.17,0.12,0,0,Green,0,"July 15th, 2015",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100,1100,1100
769,"16.1164776,-92.7111356",Arabica,"la concordia, chiapas",lusso lab,lusso coffee lab,Mexico,,,,NONE,1200-1600m,Union Ramal Santa Cruz,2,2 kg,Specialty Coffee Association,2013,"April 10th, 2014",LUSSO LAB,Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,1,0,None,1,"April 10th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200,1600,1400
770,"23.700708,120.2799759",Arabica,yunlin é›²æž—ç¸£çŸ³å£,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,blossom valleyå®¸å¶§åœ‹éš›,Taiwan,song yue coffee åµ©å²³å’–å•¡,song yue coffee åµ©å²³å’–å•¡,,,1200 m,Guo Zhang Sheng éƒ­ç« ç››,60,60 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQIå°ç£åˆä½œå¤¥ä¼´,Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,82.17,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1200,1200,1200
771,"23.279637,120.370523",Arabica,"dongshan dist., tainan city è‡ºå—å¸‚æ±å±±å€","lin, che-hao krude æž—å“²è±ª","red on tree co., ltd.",Taiwan,kan tou mountain coffee å´é ­å±±å’–å•¡é¤¨,kan tou mountain coffee å´é ­å±±å’–å•¡é¤¨,,Taiwan,800 m,Jufeng-Tseng æ›¾å¦‚æ¥“,80,10 kg,Specialty Coffee Association,2012,"May 29th, 2013","Lin, Che-Hao Krude æž—å“²è±ª",Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,82.17,0,0,0,Green,0,"May 29th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
772,"4.4805343,-75.7011951",Arabica,huila,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Colombia,,triladora bonanza,,3-68-0144,1750 msnm,,250,70 kg,AlmacafÃ©,2013,"March 20th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,82.17,0,0,0,Bluish-Green,1,"March 20th, 2014",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750,1750,1750
773,"20.3974061,-98.2101506",Arabica,san bartolo tutotepec,saul m. hernandez ramirez,,Mexico,el nanchi,"buenas vista, municipio de san bartolo tutotepec",,1702764973,1144,AVILA MARTINEZ ADOLFO,10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Washed / Wet,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,82.17,0.15,1,0,None,9,"September 27th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1144,1144,1144
774,NA,Arabica,oriente,the coffee source inc.,the coffee source inc.,Guatemala,,,,11/00183/00020,1350,Several producers,250,1 kg,Specialty Coffee Association,2012,"August 2nd, 2012",The Coffee Source Inc.,Caturra,Washed / Wet,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,82.17,0.12,0,0,None,2,"August 2nd, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1350,1350,1350
775,"19.7624368,-97.2846942",Arabica,altotonga,salvador caro carrion,,Mexico,las truchas,las truchas,,3196666,1000,SALVADOR CARO CARRION,200,1 kg,AMECAFE,2012,"July 11th, 2012",SALVADOR CARO CARRION,Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,82.17,0.12,0,0,Green,4,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1000,1000,1000
776,"19.0368548,-104.1451477",Arabica,colima,organizaciones de productores de cafe colimense,organizaciones de productores de cafe colimense sa de cv,Mexico,"la calera, barranca de la leona, el nogal",beneficio productores organicos de cnoas s.p.r. de r.l.,,"70381402, 70381402, 703815394",1200,"OSCAR TORRES OCHOCA, GENARO MATA CAMBEROS, MANUEL DUARTE MUNGUIA",60,1 kg,AMECAFE,2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,82.17,0.1,0,0,Green,1,"July 2nd, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200,1200,1200
777,"4.4805343,-75.7011951",Arabica,huila,exportadora de cafe condor s.a,,Colombia,,trilladora bonanza - armenia quindioa,,3-68-0154,1800 msnm,,250,70 kg,AlmacafÃ©,4T/10,"February 9th, 2011",Exportadora de Cafe Condor S.A,,,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,82.17,0.08,0,0,,0,"February 9th, 2012",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800,1800,1800
778,"3.980859,96.7629157",Arabica,aceh gayo,sanjava coffee,pt. shriya artha nusantara,Indonesia,various,bener meriah - gayo,SRAN-Gayo,,1300,Various Farms,2,1 kg,Specialty Coffee Association of Indonesia,2017,"August 3rd, 2017",SanJava Coffee,Bourbon,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,82.08,0.15,0,0,,3,"August 3rd, 2018",Specialty Coffee Association of Indonesia,99fa73db21b7acd9c9ceb9dd84e409d2077d55c4,36910838db193ebdd61fa1427bac74622114c49a,m,1300,1300,1300
779,NA,Arabica,huila,raÃºl vargas,skn caribecafe ltda,Colombia,,san josÃ© / neiva,2,03-05-0846,,,275,70 kg,AlmacafÃ©,2016,"February 20th, 2017",RaÃºl Vargas,Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08,0,0,7,Green,6,"February 20th, 2018",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
780,"-16.0836044,-48.3612241",Arabica,south of minas,ipanema coffees,ipanema coffees,Brazil,fazenda capoeirnha,dry mill,007/16B,002/1660/0105,894,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08,0.11,0,1,Green,3,"August 16th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,894,894,894
781,"-21.936672,-45.1774427",Arabica,south of minas,ipanema coffees,ipanema coffees,Brazil,rio verde,ipanema comercial e exportadora sa,,002/4177/0150,1,Ipanema AgrÃ­cola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08,0,0,0,Green,1,"October 7th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1,1,1
782,"9.9078195,-83.9987289",Arabica,tres rios,"cafetalera internacional cafinter, s.a.","cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,el patalillo,,5-019-0060,1200-1400 masl,JOSE FRANCISCO GONZALEZ,275,350 kg,Specialty Coffee Association of Costa Rica,2015,"April 10th, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08,0,0,0,Blue-Green,0,"April 9th, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200,1400,1300
783,"-3.0673877,37.0753988",Arabica,kilimanjaro,balam hinyula,volcafe/taylorwinch tanzania ltd,"Tanzania, United Republic Of",ampcg,dae ltd,,4,1500,AMPCG,300,2 kg,Tanzanian Coffee Board,2014,"March 25th, 2015",Balam Hinyula,Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,82.08,0.12,0,0,Green,5,"March 24th, 2016",Tanzanian Coffee Board,047484d5700c44f033915e632e0c6013d985cd79,127e651fc8b7c35802268599656f2c76bf041b15,m,1500,1500,1500
